corpus,dataset,truefam,reg_random,reg_beta1,reg_matched,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits
ovrbench,BNG(cmc),global,0.2524047542600305,0.2869096850074525,0.00421407867510834,0.22280153381516557,0.27600230159976696,0.3555379674441299,0.3555379674441299,0.25050897023186813
oddbench,GlobalTerrorismAttack,global,0.42476693544959077,0.6227314669624484,0.6227314669624484,0.4750211723304574,0.6227314669624484,0.4118974332978751,0.4118974332978751,0.45103849485439806
tsbad_m,021_MITDB_id_3_Medical_tr_50000_1st_5759,local,0.31107348152162134,0.018693934986316774,0.018693934986316774,0.10323697413659949,0.10323697413659949,0.4447250030771286,0.4447250030771286,0.4447250030771286
ovrbench,FICO-HELOC-cleaned,local,0.08123762645499022,0.2055028599576837,0.10561836160980204,0.2055028599576837,0.2055028599576837,0.11257487236935934,0.11257487236935934,0.11257487236935934
tsbad_m,082_LTDB_id_4_Medical_tr_4456_1st_4556.c,local,0.11506146553925527,0.0,0.0,0.04740383036153212,0.09830918240500253,0.0955944643002749,0.0955944643002749,0.0955944643002749
oddbench,TrialBehavior,global,0.1623688839366452,0.16290222709948066,0.18109472810508132,0.16290222709948066,0.16290222709948066,0.18395746464193727,0.18395746464193727,0.18395746464193727
ovrbench,compass,local,0.10311604827080992,0.1653268874504332,0.16197241843425686,0.22518508915723834,0.22518508915723834,0.1653268874504332,0.1653268874504332,0.1653268874504332
ovrbench,KickstarterCampaigns,local,0.17742077012356444,0.0849782248843536,0.0849782248843536,0.10492750374533795,0.09153370973940675,0.10492750374533795,0.0849782248843536,0.06458277703654865
tsbad_m,115_PSM_id_1_Facility_tr_50000_1st_12987,global,0.16319964505111417,0.20135496545106774,0.20135496545106774,0.19477432385565535,0.19477432385565535,0.2504871684298038,0.2504871684298038,0.2504871684298038
adbench,19_landsat,local,0.42417202633613504,0.003688256737989337,0.003688256737989337,0.15905552146247504,0.15905552146247504,0.5713713274888472,0.5713713274888472,0.5713713274888472
ovrbench,SpatialAnomalies,local,0.4673437492179611,0.024233207002364976,0.024233207002364976,0.3444706978138131,0.09104782936469291,0.42244596641103954,0.42244596641103954,0.42244596641103954
tsbad_m,099_SVDB_id_16_Medical_tr_1115_1st_1215.,local,0.11279076671886065,0.0,0.0,0.02489486148457143,0.02489486148457143,0.1494556310813835,0.1494556310813835,0.1494556310813835
oddbench,RulePriorityAnomalies,global,0.10451011001494452,0.0048077598317112225,0.0048077598317112225,0.010307235059453093,0.01737374804112299,0.1256401130016223,0.1256401130016223,0.12917459288616906
oddbench,WaterChemistry,local,0.49059402746787584,0.0,0.0,0.5633167528918326,0.5633167528918326,0.48141740378469255,0.48141740378469255,0.48141740378469255
ovrbench,EmployeePerformance,local,0.47789646687125986,0.0913918702608651,0.5418070193718372,0.0913918702608651,0.0913918702608651,0.5152677852737424,0.5152677852737424,0.5152677852737424
ovrbench,SepsisMonitoring,local,0.06656581217726604,0.11655867615474362,0.07357351133123306,0.060583033702613996,0.05962312959774319,0.060583033702613996,0.060583033702613996,0.07134173114108783
tsbad_m,113_SVDB_id_30_Medical_tr_4552_1st_4652.,global,0.10123941972508096,0.08361958283459373,0.08361958283459373,0.08883310625219658,0.08883310625219658,0.12800658448573454,0.12800658448573454,0.08539019995556876
ovrbench,BatchProcessingEvents,local,0.05426335277949776,0.058397221162120004,0.05386414119474317,0.07871139521302038,0.06795334637527112,0.07871139521302038,0.07871139521302038,0.07871139521302038
ovrbench,PhysicsTraining,local,0.12053483271184821,0.1837829312643468,0.16346761322356754,0.1470701520083105,0.1470701520083105,0.21511536309878254,0.21511536309878254,0.21719287305721371
ovrbench,volkert,global,0.28593004943032496,0.267499754337892,0.267499754337892,0.10538857605991536,0.10538857605991536,0.3004155224549792,0.3004155224549792,0.47900217130729456
ovrbench,FireRiskAnalysis,global,0.17929918312973311,0.09056659244720708,0.09084420937455658,0.11168898663960501,0.11168898663960501,0.12036577431416824,0.12036577431416824,0.12036577431416824
