corpus,dataset,truefam,reg_random,reg_p1,reg_pe,corr_str,lev,reg_beta1,reg_matched,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits,reg_corr_str,reg_combined
ovrbench,CreditScoringAnomalies,local,0.265926312738834,0.24386522818333117,0.359661797188378,0.16207932858715948,-0.07252916666666664,0.24386522818333117,0.24386522818333117,0.359661797188378,0.359661797188378,0.3642922756015934,0.3642922756015934,0.3642922756015934,0.359661797188378,0.24386522818333117
oddbench,LandShapeAnomaly,global,0.1250389890531507,0.0,0.0,0.17451925290225354,-0.2164104372355431,0.0,0.0,0.0,0.00011377567518189302,0.0,0.0,0.0,0.0,0.0
ovrbench,XSSDetection,global,0.6629224099441563,0.8085338891792908,0.8085338891792908,0.05393855179466808,-0.04661666666666664,0.8085338891792908,0.8085338891792908,0.2059490166414426,0.2059490166414426,0.2603176713184189,0.2603176713184189,0.2603176713184189,0.8085338891792908,0.8085338891792908
ovrbench,NetworkHealthMonitor,local,0.06396016691891639,0.04926824691705192,0.09668450513607119,0.21434606903708806,-0.03936874999999995,0.04926824691705192,0.04926824691705192,0.09454174719415459,0.02748812745080463,0.09668450513607119,0.09668450513607119,0.09668450513607119,0.09668450513607119,0.04926824691705192
oddbench,OkCupidUserBehavior,local,0.028116498777540244,0.003927735965433235,0.03900848936823859,0.054073130130333276,-0.2993274336283186,0.003927735965433235,0.03900848936823859,0.02776303242428843,0.02776303242428843,0.032334635399212455,0.032334635399212455,0.032334635399212455,0.03900848936823859,0.03900848936823859
tsbad_m,087_SVDB_id_4_Medical_tr_5421_1st_5521.c,local,0.16434609705711173,0.0,0.0,0.5642290122183025,-0.0029181218471091563,0.0,0.0,0.0925233696462286,0.09864032340981406,0.20699085106177578,0.20699085106177578,0.19743478637139875,0.0,0.0
ovrbench,KDD,global,0.07889462856640579,0.11652902071900145,0.011081729503501801,0.16257891957088708,-0.18188866799204773,0.11652902071900145,0.011081729503501801,0.024775250751206596,0.024775250751206596,0.011081729503501801,0.011081729503501801,0.011081729503501801,0.011081729503501801,0.011081729503501801
tsbad_m,110_SVDB_id_27_Medical_tr_30824_1st_3092,local,0.07893912086674232,0.016464814976534167,0.052587865293881715,0.42596925554464277,-0.004374771480804451,0.016464814976534167,0.016464814976534167,0.052587865293881715,0.052587865293881715,0.08310831445615986,0.08310831445615986,0.08310831445615986,0.016464814976534167,0.016464814976534167
oddbench,PoliceForceDisturbance,local,0.37182538911654506,0.3859447908714095,0.3859447908714095,0.11947072547521766,-0.05977083333333333,0.3859447908714095,0.3859447908714095,0.5832960331043351,0.3859447908714095,0.4609216371963045,0.4609216371963045,0.4609216371963045,0.3859447908714095,0.3859447908714095
tsbad_m,095_SVDB_id_12_Medical_tr_6264_1st_6364.,local,0.106027100298593,0.0014848209479332575,0.05666629266884336,0.5171969540386158,-0.0055177570093458694,0.0014848209479332575,0.0014848209479332575,0.05666629266884336,0.05666629266884336,0.13347865077132448,0.13347865077132448,0.10032679691055249,0.0014848209479332575,0.0014848209479332575
ovrbench,WebpageSessionIntrusion,local,0.14222865549135125,0.14950453309615142,0.14950453309615142,0.46290879768854415,-0.3015333333333333,0.14950453309615142,0.14950453309615142,0.17062551114957078,0.1810210701450518,0.1578708244170686,0.1578708244170686,0.1677262989582445,0.14950453309615142,0.14950453309615142
tsbad_m,142_CATSv2_id_5_Sensor_tr_30704_1st_3080,global,0.08519269838596755,0.12875852357010992,0.08993072343189064,,-0.014389671361502265,0.12875852357010992,0.12875852357010992,0.09421358038629775,0.09421358038629775,0.07039393826474444,0.07039393826474444,0.07039393826474444,0.08993072343189064,0.12875852357010992
ovrbench,UrlAnalysis,global,0.3599048147681705,0.8523927308939885,0.19064604944877866,0.1477425079344217,-0.14453616352201248,0.8523927308939885,0.19064604944877866,0.1795096016060737,0.1795096016060737,0.19064604944877866,0.19064604944877866,0.19064604944877866,0.19064604944877866,0.19064604944877866
oddbench,CourseRegistration,local,0.2629208075552904,0.20840095191866154,0.20840095191866154,0.1371946311735257,-0.09067083333333348,0.20840095191866154,0.20840095191866154,0.20840095191866154,0.20840095191866154,0.40256395195280154,0.40256395195280154,0.40256395195280154,0.20840095191866154,0.20840095191866154
tsbad_m,107_SVDB_id_24_Medical_tr_32805_1st_3290,local,0.04155348280212781,0.0,0.015754848206879127,0.4764545890927572,-0.008605858361141916,0.0,0.0,0.013329138172780836,0.005931601567990524,0.0597421176541868,0.0597421176541868,0.0597421176541868,0.0,0.0
dami,Annthyroid,global,0.32749785098153666,0.0,0.0,0.05246216264619437,-0.06510833333333343,0.0,0.0,0.29451002253093017,0.29451002253093017,0.38557132685479256,0.38557132685479256,0.39036836175328943,0.0,0.0
oddbench,GPUResourceUsage,local,0.4884229281749686,0.5292207156179691,0.5518954438551077,0.15294855726695625,-0.17953750000000002,0.5292207156179691,0.5518954438551077,0.5240533414224882,0.5240533414224882,0.5240533414224882,0.5240533414224882,0.5240533414224882,0.5518954438551077,0.5518954438551077
ovrbench,KenyaMovement,local,0.044729442444507814,0.01759210241828836,0.07384787435171312,0.11628745436159554,-0.3302770833333333,0.01759210241828836,0.07384787435171312,0.07077091152778368,0.06822190763062648,0.025649448344969086,0.025649448344969086,0.025649448344969086,0.07384787435171312,0.07384787435171312
oddbench,DiamondClarity,local,0.7764688279761899,0.0,0.7507518505538945,0.37870600650945657,-0.14243749999999977,0.0,0.7507518505538945,0.7507518505538945,0.7507518505538945,0.8357222625173195,0.8357222625173195,0.8357222625173195,0.0,0.0
oddbench,HealthBehavior,global,0.05681056935693806,0.0207888683526068,0.0207888683526068,0.24814806962117117,-0.1925938477580813,0.0207888683526068,0.0207888683526068,0.0032205858277651045,0.0032205858277651045,0.04582992008205317,0.04582992008205317,0.04582992008205317,0.0207888683526068,0.0207888683526068
ovrbench,ShillBidding,global,0.4180313307541551,0.0,0.0,0.23624855473260506,-0.17579495128432232,0.0,0.0,0.0,0.0,0.1146102973451909,0.1146102973451909,0.1146102973451909,0.0,0.0
oddbench,SalesPerformance,global,0.18525598159520856,0.06035315984993006,0.15954621236030997,0.17863201473028711,-0.15298295454545452,0.06035315984993006,0.15954621236030997,0.06035315984993006,0.06035315984993006,0.04394225261068452,0.16746993060924753,0.04394225261068452,0.15954621236030997,0.15954621236030997
tsbad_m,139_CATSv2_id_2_Sensor_tr_5592_1st_5692.,global,0.18295862020116618,0.18648429650533238,0.3143120309753379,,-0.006280746395250336,0.18648429650533238,0.18648429650533238,0.27363702190238187,0.27363702190238187,0.15634357351302805,0.15634357351302805,0.15634357351302805,0.3143120309753379,0.18648429650533238
oddbench,HumanRobotCollaboration,local,0.48582569388265184,0.0065361836415769314,0.0065361836415769314,0.027530102043811663,-0.00968958333333314,0.0065361836415769314,0.0065361836415769314,0.34593256707892095,0.34593256707892095,0.5994652468882993,0.5994652468882993,0.5994652468882993,0.0065361836415769314,0.0065361836415769314
oddbench,VoteOutcome,local,0.5740627863298128,0.10555455853759643,0.5098583825981935,0.2844613724750778,-0.05726249999999988,0.10555455853759643,0.10555455853759643,0.7911515982901443,0.5098583825981935,0.6142209954765112,0.6142209954765112,0.6142209954765112,0.10555455853759643,0.10555455853759643
oddbench,EmailSpamDetection,global,0.4457700567687932,0.5084255644630384,0.5084255644630384,0.33085310674440377,-0.006908713692945989,0.5084255644630384,0.5084255644630384,0.0,0.0,0.3838249600399323,0.3838249600399323,0.3838249600399323,0.5084255644630384,0.5084255644630384
tsbad_m,172_SWaT_id_2_Sensor_tr_23700_1st_23800.,local,0.17102378543835997,0.020767063983704204,0.3109550826557299,,-0.00023530664395221557,0.020767063983704204,0.020767063983704204,0.30751707483499796,0.30751707483499796,0.3055277112581284,0.30683832869374916,0.30751707483499796,0.3109550826557299,0.020767063983704204
ovrbench,SyntheticNumericalBatch,local,0.17881863435388956,0.0,0.0,0.527653220138541,-0.0008856275303644745,0.0,0.0,0.08610112782495732,0.08610112782495732,0.18840647322771517,0.18840647322771517,0.18840647322771517,0.0,0.0
tsbad_m,092_SVDB_id_9_Medical_tr_2674_1st_2774.c,local,0.14776403223372325,0.0,0.006782141596476249,0.591515457453654,-0.004783231816553268,0.0,0.0,0.013822013634354424,0.013822013634354424,0.19759546212191903,0.19759546212191903,0.0854839333311786,0.0,0.0
ovrbench,Run_or_walk_information,local,0.6039488587056754,0.028169756833845483,0.028169756833845483,0.1948711354804283,-0.1789729166666666,0.028169756833845483,0.028169756833845483,0.9015618754888344,0.5060303527104162,0.7703650724570748,0.7703650724570748,0.8626096696210954,0.028169756833845483,0.028169756833845483
tsbad_m,141_CATSv2_id_4_Sensor_tr_41727_1st_4182,global,0.23372302285059998,0.15163815963957028,0.4658185086428539,,-0.04134872680189916,0.15163815963957028,0.15163815963957028,0.4518951541359205,0.4518951541359205,0.20969377137575296,0.20969377137575296,0.20969377137575296,0.4658185086428539,0.15163815963957028
ovrbench,FinancialTransaction1,global,0.06688171179766428,0.05741920691190802,0.10804151326841796,0.11201413679095368,-0.02945416666666678,0.05741920691190802,0.05741920691190802,0.05962259604015961,0.05962259604015961,0.06324888368898715,0.06324888368898715,0.06324888368898715,0.10804151326841796,0.05741920691190802
oddbench,ArtSalesPlatform,global,0.09769949870974762,0.1030984037978637,0.16066840378309546,0.5014053600847793,-0.16521874999999986,0.1030984037978637,0.16066840378309546,0.1030984037978637,0.16071969002226727,0.058743210305485405,0.058743210305485405,0.058743210305485405,0.1030984037978637,0.1030984037978637
tsbad_m,103_SVDB_id_20_Medical_tr_12167_1st_1226,local,0.05969450628335054,0.0,0.045596949682462695,0.44587942874012765,-0.03875134940626124,0.0,0.0,0.045596949682462695,0.045596949682462695,0.07469586710301018,0.07469586710301018,0.07303165235329104,0.0,0.0
ovrbench,AbstractAnomalyBatch,local,0.6375507940439549,0.8824316690073153,0.8715851259910832,0.13715155305165921,-0.26683749999999995,0.8824316690073153,0.8715851259910832,0.8703356990163809,0.8703356990163809,0.8824316690073153,0.8824316690073153,0.8824316690073153,0.8715851259910832,0.8715851259910832
ovrbench,visualizing_soil,global,0.591234529809586,0.5769539622518834,0.5769539622518834,0.12214344634937985,-0.16954784437434267,0.5769539622518834,0.5769539622518834,0.0,0.0,0.5448527464437041,0.5448527464437041,0.5448527464437041,0.5769539622518834,0.5769539622518834
ovrbench,GamingBehavior,local,0.3430399073976122,0.3009563002803129,0.3946529307284655,0.18793714243887222,-0.21318250000000005,0.3009563002803129,0.3946529307284655,0.4257380093034006,0.4257380093034006,0.3946529307284655,0.3946529307284655,0.3946529307284655,0.3946529307284655,0.3946529307284655
oddbench,GeneticAnalysis,global,0.08433087794155221,0.05156207522543253,0.09823158709609567,0.2689589460435084,-0.1314333933393339,0.05156207522543253,0.05156207522543253,0.09924557412260428,0.09924557412260428,0.09823158709609567,0.09823158709609567,0.11084032220439154,0.05156207522543253,0.05156207522543253
oddbench,AxieInfinityBug,global,0.10717172447525528,0.09983698742550559,0.0496320505521396,0.12064736630342375,-0.17756041666666678,0.09983698742550559,0.0496320505521396,0.06401446343017572,0.0496320505521396,0.13670615097730746,0.13670615097730746,0.13670615097730746,0.0496320505521396,0.0496320505521396
oddbench,RealEstateBlockType,global,0.09449576826499605,0.01732044233409953,0.04167847856628333,0.21037609127646753,-0.339800796812749,0.01732044233409953,0.04167847856628333,0.026901463297037922,0.01732044233409953,0.04167847856628333,0.04167847856628333,0.04167847856628333,0.04167847856628333,0.04167847856628333
oddbench,WaterPointFunctionality,local,0.09692508974553023,0.0,0.05772271854447303,0.19161505101170395,-0.09226458333333332,0.0,0.0,0.05772271854447303,0.05772271854447303,0.10135243197901671,0.10135243197901671,0.10135243197901671,0.05772271854447303,0.0
oddbench,SMSClassification,global,0.27988367124650393,0.4520885863648636,0.07119140031766896,0.2529824816374917,-0.14639637305699482,0.4520885863648636,0.07119140031766896,0.07119140031766896,0.0,0.1866332671158085,0.07119140031766896,0.1866332671158085,0.4520885863648636,0.4520885863648636
ovrbench,KPIData,local,0.08245620527791672,0.09676018356074964,0.08498857559142758,0.3340021567893181,-0.12267083333333328,0.09676018356074964,0.09676018356074964,0.08498857559142758,0.08498857559142758,0.11552353084555361,0.11552353084555361,0.11552353084555361,0.09676018356074964,0.09676018356074964
ovrbench,ShuttleOperations,local,0.531177788494579,0.0,0.037096415883218326,0.2158109733391022,-0.0383062500000001,0.0,0.0,0.037096415883218326,0.037096415883218326,0.7238256989407665,0.7238256989407665,0.7238256989407665,0.037096415883218326,0.0
tsbad_m,112_SVDB_id_29_Medical_tr_8226_1st_8326.,global,0.059233686512408804,0.04822041738971427,0.05757844543117656,0.5397616036653645,-0.015476190476190532,0.04822041738971427,0.04822041738971427,0.05757844543117656,0.05757844543117656,0.062320454513481074,0.062320454513481074,0.062320454513481074,0.04822041738971427,0.04822041738971427
oddbench,CasePriority,local,0.1934410131395734,0.17836886796030166,0.17836886796030166,0.6950010835198557,-0.007550000000000057,0.17836886796030166,0.17836886796030166,0.17836886796030166,0.17836886796030166,0.0715281566015546,0.0715281566015546,0.06263639464638554,0.17836886796030166,0.17836886796030166
dami,Wilt,local,0.22268679010308928,0.0,0.23035949055871335,0.24054537188265898,-0.2824396929824561,0.0,0.23035949055871335,0.18073775415804477,0.18073775415804477,0.25442503957564416,0.25442503957564416,0.25442503957564416,0.0,0.0
adbench,44_Wilt,local,0.6093204596841542,0.18830805890822283,0.4456969079747201,0.24054537188265895,-0.18818530701754388,0.18830805890822283,0.4456969079747201,0.4456969079747201,0.4456969079747201,0.709072570285834,0.709072570285834,0.709072570285834,0.18830805890822283,0.18830805890822283
ovrbench,SpotifyHitPredictor,global,0.19718689318030902,0.057203771046730745,0.057203771046730745,0.10122281505328923,-0.23894531250000006,0.057203771046730745,0.057203771046730745,0.057203771046730745,0.057203771046730745,0.08044873047420531,0.08044873047420531,0.08044873047420531,0.057203771046730745,0.057203771046730745
oddbench,TreadmillStatus,local,0.49058469731224186,0.6528875246189886,0.41611623229029104,0.3859260624132604,-0.07591875000000003,0.6528875246189886,0.6528875246189886,0.31488537873503997,0.31488537873503997,0.6593370308755997,0.6252022764128854,0.6593370308755997,0.6528875246189886,0.6528875246189886
ovrbench,students_dropout_and_academic_success,local,0.13765669128491612,0.09980372521809033,0.03946630106468396,0.3621646911993287,-0.11005656108597284,0.09980372521809033,0.09980372521809033,0.12871602891587483,0.09980372521809033,0.18428515939505938,0.18428515939505938,0.18428515939505938,0.09980372521809033,0.09980372521809033
ovrbench,MalariaDetection,global,0.5724026405069349,0.8296380183362532,0.9374408733535233,0.1807479971710228,-0.07131250000000011,0.8296380183362532,0.8296380183362532,0.4276087138514206,0.19109976691856356,0.4276087138514206,0.4276087138514206,0.4276087138514206,0.9374408733535233,0.8296380183362532
ovrbench,GesturePhaseSegmentationProcessed,local,0.5807281656775656,0.02072854257418638,0.02072854257418638,0.096925868620166,-0.07563135593220316,0.02072854257418638,0.02072854257418638,0.6914854017655763,0.6914854017655763,0.6792340547405522,0.6792340547405522,0.6792340547405522,0.02072854257418638,0.02072854257418638
ovrbench,HealthMetrics,local,0.06474086503327758,0.10019577533639565,0.05367703833782012,0.24968702041951832,-0.2883384773662552,0.10019577533639565,0.05367703833782012,0.05367703833782012,0.06379267961599229,0.0280506587759315,0.0280506587759315,0.0280506587759315,0.10019577533639565,0.10019577533639565
oddbench,BugSeverity,global,0.07612646000732388,0.003264449301134467,0.06038308911107078,0.25701800340349396,-0.11843444227005873,0.003264449301134467,0.003264449301134467,0.003264449301134467,0.003264449301134467,0.06220284523963094,0.06220284523963094,0.06220284523963094,0.003264449301134467,0.003264449301134467
tsbad_m,084_SVDB_id_1_Medical_tr_12973_1st_13073,local,0.04529562943709781,0.03075257799683752,0.0,0.5514715606983664,-0.009779385810095298,0.03075257799683752,0.03075257799683752,0.007171598298318545,0.007171598298318545,0.05845338709746364,0.05845338709746364,0.05845338709746364,0.03075257799683752,0.03075257799683752
oddbench,LandRarity,global,0.19413239122956116,0.0,0.17709929847897143,0.16819328405659859,-0.11590909090909096,0.0,0.0,0.0,0.0,0.17709929847897143,0.17709929847897143,0.20074350208836966,0.17709929847897143,0.0
oddbench,ProgrammingAnomalies,local,0.18361521723497082,0.21288561969129458,0.25995640632916334,0.18167851822019948,-0.22640416666666652,0.21288561969129458,0.25995640632916334,0.2544815026325459,0.25995640632916334,0.25995640632916334,0.25995640632916334,0.25995640632916334,0.25995640632916334,0.25995640632916334
oddbench,WindowsEditionAnomaly,global,0.3345584014500361,0.5063578553412765,0.5063578553412765,0.08513471705871649,-0.08253333333333335,0.5063578553412765,0.5063578553412765,0.3975653241787671,0.3975653241787671,0.018007257613419925,0.018007257613419925,0.018007257613419925,0.5063578553412765,0.5063578553412765
ovrbench,BankruptcyForecast,global,0.08794929539506192,0.09815707351822059,0.09815707351822059,0.14652238272461893,-0.04311666666666669,0.09815707351822059,0.09815707351822059,0.07886143978833651,0.07886143978833651,0.09730510726135339,0.09730510726135339,0.09730510726135339,0.09815707351822059,0.09815707351822059
ovrbench,seismic-bumps,local,0.07055816043561278,0.13036921452437766,0.046049752606325364,0.2703486794983124,-0.18212215320910974,0.13036921452437766,0.046049752606325364,0.044951216332286256,0.044951216332286256,0.02026531211849908,0.03650806574764669,0.02026531211849908,0.13036921452437766,0.13036921452437766
tsbad_m,143_CATSv2_id_6_Sensor_tr_50000_1st_6023,global,0.20989159648223504,0.12301346266112595,0.31450724717568507,,-0.02796028880866419,0.12301346266112595,0.12301346266112595,0.40602378312551096,0.3803230761098892,0.17972580713954953,0.17972580713954953,0.17972580713954953,0.31450724717568507,0.12301346266112595
tsbad_m,108_SVDB_id_25_Medical_tr_1238_1st_1338.,local,0.10167603652629334,0.0,0.026144550792301796,0.5212503434157483,-0.05478747203579426,0.0,0.0,0.026144550792301796,0.026144550792301796,0.0843337332439474,0.0843337332439474,0.0843337332439474,0.0,0.0
tsbad_m,104_SVDB_id_21_Medical_tr_50000_1st_1066,local,0.16011167161625578,0.07870306489580023,0.0,0.520768200348114,-0.0028488779803645947,0.07870306489580023,0.07870306489580023,0.0,0.0,0.21262832934355838,0.21262832934355838,0.20194623584031116,0.07870306489580023,0.07870306489580023
oddbench,CarMakeAnomaly,local,0.04541433637659289,0.055650448656773745,0.039685457467702016,0.31923132689844774,-0.29445833333333327,0.055650448656773745,0.039685457467702016,0.055650448656773745,0.039685457467702016,0.039685457467702016,0.039685457467702016,0.039685457467702016,0.055650448656773745,0.055650448656773745
ovrbench,mozilla4,local,0.05550439570607427,0.033047664549130176,0.07661485609764904,0.17776168062412168,-0.09454166666666663,0.033047664549130176,0.033047664549130176,0.07661485609764904,0.07661485609764904,0.07491633384265822,0.07491633384265822,0.03395886503435035,0.07661485609764904,0.033047664549130176
oddbench,FishingAnomalies,local,0.1817836104133288,0.23018776481401967,0.22895083427613752,0.34521169077482866,-0.005558333333333332,0.23018776481401967,0.23018776481401967,0.22895083427613752,0.22895083427613752,0.19184466570282876,0.19184466570282876,0.19184466570282876,0.23018776481401967,0.23018776481401967
oddbench,AquaticMacroInverts,global,0.3883112166282408,0.5528517885730906,0.07061377247124256,0.21700952239234603,-0.23011418269230777,0.5528517885730906,0.07061377247124256,0.0,0.07061377247124256,0.07061377247124256,0.07061377247124256,0.07061377247124256,0.07061377247124256,0.07061377247124256
oddbench,UserEventAnomalies,global,0.8402227313179651,0.0,0.0,0.208492726595123,-0.0859416666666667,0.0,0.0,0.8864770996239905,0.7889438223816942,0.814173598195401,0.814173598195401,0.814173598195401,0.0,0.0
oddbench,RealEstateProperties,local,0.0879591896927101,0.06058633305287614,0.061995976487383794,0.30541292776380785,-0.24843125,0.06058633305287614,0.061995976487383794,0.061995976487383794,0.060965516192152805,0.046432706601795576,0.046432706601795576,0.046432706601795576,0.06058633305287614,0.06058633305287614
tsbad_m,053_GHL_id_22_Sensor_tr_50000_1st_126448,local,0.2968896290443115,0.41611465680856935,0.41611465680856935,,-0.06941636582430799,0.41611465680856935,0.41611465680856935,0.4103025094668159,0.4103025094668159,0.19334088191268875,0.40225029340665397,0.19334088191268875,0.41611465680856935,0.41611465680856935
ovrbench,HeadingDetection,local,0.27035054332356706,0.177038455998056,0.35032556009623766,0.31952743588975474,-0.26553125,0.177038455998056,0.35032556009623766,0.33501377725641507,0.177038455998056,0.35032556009623766,0.35032556009623766,0.35032556009623766,0.177038455998056,0.177038455998056
adbench,27_PageBlocks,local,0.2877308946015069,0.042508006942195586,0.45072889059763227,0.40475880193224867,-0.0457369498464687,0.042508006942195586,0.042508006942195586,0.294066291473962,0.45072889059763227,0.28239677210312897,0.28239677210312897,0.28239677210312897,0.042508006942195586,0.042508006942195586
dami,PageBlocks,local,0.126846059573807,0.023661378082995455,0.10349175331426208,0.4047588019322487,-0.1991223132036848,0.023661378082995455,0.10349175331426208,0.13419594120451223,0.10349175331426208,0.16580625730637782,0.16580625730637782,0.16580625730637782,0.023661378082995455,0.023661378082995455
tsbad_m,138_CATSv2_id_1_Sensor_tr_16568_1st_1666,local,0.27917900445053917,0.1352131564090972,0.1550780074507218,,-0.009304102976669393,0.1352131564090972,0.1352131564090972,0.5313608242965928,0.5313608242965928,0.19162387773311085,0.5378829042042426,0.19162387773311085,0.1550780074507218,0.1352131564090972
oddbench,AustinCrime,local,0.10093121163286135,0.1422382943892954,0.11801869228177689,0.229703907917435,-0.07879310344827595,0.1422382943892954,0.1422382943892954,0.04461495214148366,0.04461495214148366,0.11801869228177689,0.11801869228177689,0.11801869228177689,0.1422382943892954,0.1422382943892954
ovrbench,thyroid-ann,global,0.21112310597433281,0.22772496646573295,0.28232235354471996,0.23163457228644588,-0.21569126074498568,0.22772496646573295,0.28232235354471996,0.28232235354471996,0.030804175882785834,0.23425281337896758,0.23425281337896758,0.23425281337896758,0.22772496646573295,0.22772496646573295
ovrbench,GeneExpressionCoactivator,global,0.1391778932227776,0.24887051408318686,0.053925840253212065,0.13658607943688486,-0.31491630276564775,0.24887051408318686,0.053925840253212065,0.011740676032918562,0.044003775232784204,0.044003775232784204,0.044003775232784204,0.044003775232784204,0.053925840253212065,0.053925840253212065
adbench,23_mammography,global,0.096114461373803,0.02217790247141635,0.02217790247141635,0.23867926182635824,-0.08553749999999993,0.02217790247141635,0.02217790247141635,0.09788646937857291,0.09788646937857291,0.12188451791551665,0.12188451791551665,0.12188451791551665,0.02217790247141635,0.02217790247141635
