corpus,dataset,best,worst,mean,p10,p90,spread,oracle_gain,truefam
ovrbench,HealthMetrics,0.07943483644601983,-0.0491746650957924,0.01514568295191369,-0.026868305307339996,0.06695573477840298,0.12860950154181222,0.06428915349410613,local
oddbench,BugSeverity,0.1071211092267689,-0.010507329620101197,0.03194796638322611,-0.006020755400896828,0.0997949115918068,0.1176284388468701,0.07517314284354279,global
tsbad_m,084_SVDB_id_1_Medical_tr_12973_1st_13073,0.06208485994581061,-0.003351474469294101,0.01803204227802546,0.003646541529252186,0.03661344958909416,0.06543633441510471,0.044052817667785155,local
oddbench,LandRarity,0.15008678523515862,-0.1670409323825753,-0.04521607082994337,-0.1610050260167255,0.08391089749566658,0.31712771761773395,0.19530285606510198,global
oddbench,ProgrammingAnomalies,0.18864717333753697,-0.08052692628739332,0.0005046552405327744,-0.07187490853167446,0.09811895434767008,0.2691740996249303,0.1881425180970042,local
oddbench,WindowsEditionAnomaly,0.5843827133382146,-0.010740923457245128,0.2509084606331636,0.043901008893575386,0.4747989048689115,0.5951236367954597,0.333474252705051,global
ovrbench,BankruptcyForecast,0.09918638596023259,-0.025649522774336166,0.008068232196443792,-0.00896873428814828,0.025164251061797968,0.12483590873456876,0.0911181537637888,global
ovrbench,seismic-bumps,0.15916774243007162,-0.010975953395356447,0.08764701694819393,0.004130880974911342,0.15360373310383058,0.17014369582542807,0.07152072548187768,local
tsbad_m,143_CATSv2_id_6_Sensor_tr_50000_1st_6023,0.4004258855439799,-0.005597897581531052,0.19302414952279884,-0.0017563320032154188,0.39866154440384355,0.40602378312551096,0.20740173602118106,global
tsbad_m,104_SVDB_id_21_Medical_tr_50000_1st_1066,0.21718698154207114,-0.01725071442056948,0.056908214200764445,-0.013421019691734539,0.15020195713753387,0.2344376959626406,0.1602787673413067,local
